DATE,CCUSMA02CAM618N
1960-01-01,0.953
1960-02-01,0.952
1960-03-01,0.951
1960-04-01,0.963
1960-05-01,0.978
1960-06-01,0.979
1960-07-01,0.978
1960-08-01,0.97
1960-09-01,0.972
1960-10-01,0.979
1960-11-01,0.977
1960-12-01,0.982
1961-01-01,0.993
1961-02-01,0.99
1961-03-01,0.987
1961-04-01,0.989
1961-05-01,0.988
1961-06-01,1.005
1961-07-01,1.034
1961-08-01,1.031
1961-09-01,1.031
1961-10-01,1.03
1961-11-01,1.036
1961-12-01,1.043
1962-01-01,1.045
1962-02-01,1.049
1962-03-01,1.049
1962-04-01,1.05
1962-05-01,1.08232
1962-06-01,1.08801
1962-07-01,1.07928
1962-08-01,1.07785
1962-09-01,1.07703
1962-10-01,1.07626
1962-11-01,1.07702
1962-12-01,1.07615
1963-01-01,1.07732
1963-02-01,1.07785
1963-03-01,1.07821
1963-04-01,1.07699
1963-05-01,1.07747
1963-06-01,1.07849
1963-07-01,1.07994
1963-08-01,1.08313
1963-09-01,1.08003
1963-10-01,1.07809
1963-11-01,1.07784
1963-12-01,1.07958
1964-01-01,1.08049
1964-02-01,1.08021
1964-03-01,1.08068
1964-04-01,1.0811
1964-05-01,1.08109
1964-06-01,1.08109
1964-07-01,1.0814
1964-08-01,1.07887
1964-09-01,1.07628
1964-10-01,1.07545
1964-11-01,1.07411
1964-12-01,1.07482
1965-01-01,1.07401
1965-02-01,1.07593
1965-03-01,1.08131
1965-04-01,1.07928
1965-05-01,1.0796
1965-06-01,1.08247
1965-07-01,1.08366
1965-08-01,1.07859
1965-09-01,1.07657
1965-10-01,1.07528
1965-11-01,1.07516
1965-12-01,1.07597
1966-01-01,1.07486
1966-02-01,1.07648
1966-03-01,1.07641
1966-04-01,1.07717
1966-05-01,1.07686
1966-06-01,1.0767
1966-07-01,1.07507
1966-08-01,1.07536
1966-09-01,1.07638
1966-10-01,1.07955
1966-11-01,1.08227
1966-12-01,1.0832
1967-01-01,1.07965
1967-02-01,1.08074
1967-03-01,1.08208
1967-04-01,1.08251
1967-05-01,1.08225
1967-06-01,1.08057
1967-07-01,1.07798
1967-08-01,1.076
1967-09-01,1.0754
1967-10-01,1.07355
1967-11-01,1.07522
1967-12-01,1.08039
1968-01-01,1.08482
1968-02-01,1.08741
1968-03-01,1.08494
1968-04-01,1.08029
1968-05-01,1.07805
1968-06-01,1.07705
1968-07-01,1.07385
1968-08-01,1.07281
1968-09-01,1.07317
1968-10-01,1.07294
1968-11-01,1.07323
1968-12-01,1.07323
1969-01-01,1.07289
1969-02-01,1.07458
1969-03-01,1.07686
1969-04-01,1.07639
1969-05-01,1.07716
1969-06-01,1.07959
1969-07-01,1.08078
1969-08-01,1.07825
1969-09-01,1.07838
1969-10-01,1.07803
1969-11-01,1.07595
1969-12-01,1.07431
1970-01-01,1.07297
1970-02-01,1.0732
1970-03-01,1.07282
1970-04-01,1.07288
1970-05-01,1.07302
1970-06-01,1.038
1970-07-01,1.032
1970-08-01,1.021
1970-09-01,1.016
1970-10-01,1.021
1970-11-01,1.02
1970-12-01,1.017
1971-01-01,1.012
1971-02-01,1.008
1971-03-01,1.006
1971-04-01,1.008
1971-05-01,1.009
1971-06-01,1.021
1971-07-01,1.021
1971-08-01,1.013
1971-09-01,1.013
1971-10-01,1.004
1971-11-01,1.004
1971-12-01,0.999
1972-01-01,1.006
1972-02-01,1.005
1972-03-01,0.998
1972-04-01,0.996
1972-05-01,0.989
1972-06-01,0.979
1972-07-01,0.984
1972-08-01,0.982
1972-09-01,0.983
1972-10-01,0.983
1972-11-01,0.987
1972-12-01,0.997
1973-01-01,0.998879273
1973-02-01,0.995385543
1973-03-01,0.996455019
1973-04-01,1.000813061
1973-05-01,1.000365125
1973-06-01,0.998213813
1973-07-01,0.999192506
1973-08-01,1.003689553
1973-09-01,1.007590252
1973-10-01,1.001086797
1973-11-01,0.998604054
1973-12-01,0.999092125
1974-01-01,0.991298543
1974-02-01,0.976294321
1974-03-01,0.971764905
1974-04-01,0.9671433
1974-05-01,0.962006457
1974-06-01,0.966177928
1974-07-01,0.97516107
1974-08-01,0.979646669
1974-09-01,0.986209551
1974-10-01,0.982895455
1974-11-01,0.986831898
1974-12-01,0.987729701
1975-01-01,0.994373793
1975-02-01,1.000459972
1975-03-01,1.000188578
1975-04-01,1.010934526
1975-05-01,1.028285861
1975-06-01,1.025993722
1975-07-01,1.030462783
1975-08-01,1.035085088
1975-09-01,1.02646146
1975-10-01,1.024741712
1975-11-01,1.013812077
1975-12-01,1.01365796
1976-01-01,1.007016418
1976-02-01,0.993455344
1976-03-01,0.985669771
1976-04-01,0.983110962
1976-05-01,0.979807343
1976-06-01,0.973553714
1976-07-01,0.971842446
1976-08-01,0.985326518
1976-09-01,0.974823507
1976-10-01,0.972449178
1976-11-01,0.985016303
1976-12-01,1.018568739
1977-01-01,1.010417541
1977-02-01,1.028787833
1977-03-01,1.05098106
1977-04-01,1.051004518
1977-05-01,1.04838755
1977-06-01,1.057532224
1977-07-01,1.061379489
1977-08-01,1.074618474
1977-09-01,1.073263657
1977-10-01,1.099141221
1977-11-01,1.108712631
1977-12-01,1.096895519
1978-01-01,1.10111639
1978-02-01,1.113002638
1978-03-01,1.125703172
1978-04-01,1.140827322
1978-05-01,1.118036882
1978-06-01,1.121040615
1978-07-01,1.124348462
1978-08-01,1.144133053
1978-09-01,1.166338366
1978-10-01,1.181332577
1978-11-01,1.172288957
1978-12-01,1.179908848
1979-01-01,1.189574513
1979-02-01,1.193660229
1979-03-01,1.173490096
1979-04-01,1.145842507
1979-05-01,1.155358602
1979-06-01,1.17183104
1979-07-01,1.163884844
1979-08-01,1.16964957
1979-09-01,1.165065565
1979-10-01,1.175521563
1979-11-01,1.179414153
1979-12-01,1.169329268
1980-01-01,1.163763637
1980-02-01,1.155473697
1980-03-01,1.17385715
1980-04-01,1.1857762
1980-05-01,1.173328576
1980-06-01,1.151457145
1980-07-01,1.152577276
1980-08-01,1.159085722
1980-09-01,1.164345454
1980-10-01,1.16940455
1980-11-01,1.186723534
1980-12-01,1.196777268
1981-01-01,1.191009527
1981-02-01,1.198522217
1981-03-01,1.191104542
1981-04-01,1.191352384
1981-05-01,1.200695002
1981-06-01,1.204114284
1981-07-01,1.212395462
1981-08-01,1.222538097
1981-09-01,1.200714282
1981-10-01,1.20219999
1981-11-01,1.187310004
1981-12-01,1.184763621
1982-01-01,1.192569983
1982-02-01,1.214226309
1982-03-01,1.220326087
1982-04-01,1.224938086
1982-05-01,1.233324993
1982-06-01,1.274881818
1982-07-01,1.269081809
1982-08-01,1.244568185
1982-09-01,1.233923816
1982-10-01,1.229444999
1982-11-01,1.226000017
1982-12-01,1.238021731
1983-01-01,1.228514285
1983-02-01,1.227210534
1983-03-01,1.225904541
1983-04-01,1.231904751
1983-05-01,1.229172723
1983-06-01,1.23200454
1983-07-01,1.232410002
1983-08-01,1.233669566
1983-09-01,1.232436359
1983-10-01,1.231899995
1983-11-01,1.236894733
1983-12-01,1.246771443
1984-01-01,1.248454538
1984-02-01,1.247852627
1984-03-01,1.27001362
1984-04-01,1.279820007
1984-05-01,1.291836359
1984-06-01,1.304428566
1984-07-01,1.323647613
1984-08-01,1.303169567
1984-09-01,1.314847356
1984-10-01,1.319439136
1984-11-01,1.317189997
1984-12-01,1.319944996
1985-01-01,1.323623816
1985-02-01,1.353484204
1985-03-01,1.383361919
1985-04-01,1.365209523
1985-05-01,1.375831821
1985-06-01,1.368260014
1985-07-01,1.352408689
1985-08-01,1.359245457
1985-09-01,1.370374995
1985-10-01,1.366469554
1985-11-01,1.37676
1985-12-01,1.395547617
1986-01-01,1.407131829
1986-02-01,1.399779981
1986-03-01,1.401484213
1986-04-01,1.387418178
1986-05-01,1.376409519
1986-06-01,1.389871433
1986-07-01,1.380599996
1986-08-01,1.388404772
1986-09-01,1.387509528
1986-10-01,1.388517395
1986-11-01,1.386390001
1986-12-01,1.3798619
1987-01-01,1.360014274
1987-02-01,1.334194748
1987-03-01,1.319268189
1987-04-01,1.320186382
1987-05-01,1.341479999
1987-06-01,1.338604537
1987-07-01,1.32600435
1987-08-01,1.325166663
1987-09-01,1.315738088
1987-10-01,1.309709088
1987-11-01,1.316610008
1987-12-01,1.307838094
1988-01-01,1.285485011
1988-02-01,1.266634995
1988-03-01,1.250139133
1988-04-01,1.235576187
1988-05-01,1.237972736
1988-06-01,1.217000002
1988-07-01,1.207680011
1988-08-01,1.224408694
1988-09-01,1.226013639
1988-10-01,1.210480957
1988-11-01,1.217485717
1988-12-01,1.195390474
1989-01-01,1.191595231
1989-02-01,1.189278948
1989-03-01,1.195136357
1989-04-01,1.188204998
1989-05-01,1.193056516
1989-06-01,1.198318178
1989-07-01,1.189050001
1989-08-01,1.175782608
1989-09-01,1.182520002
1989-10-01,1.175013645
1989-11-01,1.170119041
1989-12-01,1.161070007
1990-01-01,1.171890914
1990-02-01,1.196531578
1990-03-01,1.180804545
1990-04-01,1.163864994
1990-05-01,1.174372722
1990-06-01,1.172885702
1990-07-01,1.156800003
1990-08-01,1.145421743
1990-09-01,1.157926321
1990-10-01,1.159965215
1990-11-01,1.164022727
1990-12-01,1.16028499
1991-01-01,1.156268179
1991-02-01,1.154614997
1991-03-01,1.157109994
1991-04-01,1.154063631
1991-05-01,1.149731804
1991-06-01,1.143965
1991-07-01,1.149654556
1991-08-01,1.145119037
1991-09-01,1.137045008
1991-10-01,1.128178265
1991-11-01,1.131119053
1991-12-01,1.146909521
1992-01-01,1.157304552
1992-02-01,1.18278947
1992-03-01,1.19279545
1992-04-01,1.18780001
1992-05-01,1.199664992
1992-06-01,1.19601817
1992-07-01,1.190318178
1992-08-01,1.191176193
1992-09-01,1.22249047
1992-10-01,1.245295454
1992-11-01,1.268895246
1992-12-01,1.271986354
1993-01-01,1.277835006
1993-02-01,1.260563173
1993-03-01,1.247018175
1993-04-01,1.262180947
1993-05-01,1.269572232
1993-06-01,1.279268178
1993-07-01,1.28233636
1993-08-01,1.308409089
1993-09-01,1.321518188
1993-10-01,1.325723801
1993-11-01,1.316940898
1993-12-01,1.330990916
1994-01-01,1.31782857
1994-02-01,1.342145002
1994-03-01,1.365295659
1994-04-01,1.382260001
1994-05-01,1.381099983
1994-06-01,1.383336371
1994-07-01,1.382066659
1994-08-01,1.378004359
1994-09-01,1.353742866
1994-10-01,1.350142859
1994-11-01,1.365119043
1994-12-01,1.389857145
1995-01-01,1.413115001
1995-02-01,1.399680007
1995-03-01,1.407226091
1995-04-01,1.375800001
1995-05-01,1.360695449
1995-06-01,1.377613647
1995-07-01,1.361010009
1995-08-01,1.355517398
1995-09-01,1.350459999
1995-10-01,1.346013638
1995-11-01,1.35322858
1995-12-01,1.369524997
1996-01-01,1.36690454
1996-02-01,1.375685709
1996-03-01,1.365661905
1996-04-01,1.359655011
1996-05-01,1.369213641
1996-06-01,1.365339983
1996-07-01,1.369226088
1996-08-01,1.372140909
1996-09-01,1.36942
1996-10-01,1.350404348
1996-11-01,1.3386
1996-12-01,1.363171429
1997-01-01,1.349018182
1997-02-01,1.35615
1997-03-01,1.372909524
1997-04-01,1.394854545
1997-05-01,1.3803
1997-06-01,1.384195238
1997-07-01,1.377490476
1997-08-01,1.390952632
1997-09-01,1.386925
1997-10-01,1.387819048
1997-11-01,1.413711111
1997-12-01,1.425685
1998-01-01,1.441961111
1998-02-01,1.434610526
1998-03-01,1.41617
1998-04-01,1.429683333
1998-05-01,1.445131579
1998-06-01,1.466338095
1998-07-01,1.487754545
1998-08-01,1.533463158
1998-09-01,1.520938095
1998-10-01,1.543742857
1998-11-01,1.53989
1998-12-01,1.542238095
1999-01-01,1.518527778
1999-02-01,1.497515
1999-03-01,1.517517391
1999-04-01,1.487219048
1999-05-01,1.46264
1999-06-01,1.469186364
1999-07-01,1.489052381
1999-08-01,1.491071429
1999-09-01,1.476710584
1999-10-01,1.476982418
1999-11-01,1.467422902
1999-12-01,1.472603221
2000-01-01,1.44822599
2000-02-01,1.450340732
2000-03-01,1.460354447
2000-04-01,1.46830483
2000-05-01,1.494780535
2000-06-01,1.476701087
2000-07-01,1.478020676
2000-08-01,1.482260441
2000-09-01,1.485194886
2000-10-01,1.51196475
2000-11-01,1.542680928
2000-12-01,1.522443459
2001-01-01,1.502799146
2001-02-01,1.523097731
2001-03-01,1.558399122
2001-04-01,1.558177829
2001-05-01,1.54102992
2001-06-01,1.524464859
2001-07-01,1.52937083
2001-08-01,1.538896241
2001-09-01,1.566699784
2001-10-01,1.570790182
2001-11-01,1.590111894
2001-12-01,1.577009054
2002-01-01,1.59912731
2002-02-01,1.596282082
2002-03-01,1.586140813
2002-04-01,1.580813622
2002-05-01,1.550181399
2002-06-01,1.530951455
2002-07-01,1.545206276
2002-08-01,1.568802144
2002-09-01,1.574691093
2002-10-01,1.577957241
2002-11-01,1.571563584
2002-12-01,1.558722695
2003-01-01,1.539970621
2003-02-01,1.511950733
2003-03-01,1.47521325
2003-04-01,1.457122478
2003-05-01,1.383135135
2003-06-01,1.351734241
2003-07-01,1.379912923
2003-08-01,1.394978383
2003-09-01,1.363452634
2003-10-01,1.32272553
2003-11-01,1.311939475
2003-12-01,1.312158702
2004-01-01,1.296078896
2004-02-01,1.328603815
2004-03-01,1.327953101
2004-04-01,1.34114026
2004-05-01,1.377388232
2004-06-01,1.358048058
2004-07-01,1.322429541
2004-08-01,1.312724239
2004-09-01,1.287486042
2004-10-01,1.247451425
2004-11-01,1.195882533
2004-12-01,1.217942572
2005-01-01,1.224798932
2005-02-01,1.237882429
2005-03-01,1.215389632
2005-04-01,1.236640665
2005-05-01,1.253870677
2005-06-01,1.240349108
2005-07-01,1.227231698
2005-08-01,1.204972668
2005-09-01,1.177982622
2005-10-01,1.178071209
2005-11-01,1.181237986
2005-12-01,1.162057111
2006-01-01,1.157086217
2006-02-01,1.148958821
2006-03-01,1.157321843
2006-04-01,1.143847884
2006-05-01,1.109221451
2006-06-01,1.114092807
2006-07-01,1.128942078
2006-08-01,1.118673279
2006-09-01,1.116111793
2006-10-01,1.128186914
2006-11-01,1.136394223
2006-12-01,1.15297758
2007-01-01,1.175373089
2007-02-01,1.170706321
2007-03-01,1.168685225
2007-04-01,1.135076557
2007-05-01,1.094772667
2007-06-01,1.066075752
2007-07-01,1.0512151
2007-08-01,1.058380754
2007-09-01,1.026350481
2007-10-01,0.975638619
2007-11-01,0.967630501
2007-12-01,1.001895577
2008-01-01,1.011575694
2008-02-01,1.000219117
2008-03-01,1.002991978
2008-04-01,1.016199159
2008-05-01,0.999318182
2008-06-01,1.016380952
2008-07-01,1.015
2008-08-01,1.053714286
2008-09-01,1.058681818
2008-10-01,1.180521739
2008-11-01,1.219
2008-12-01,1.2371
2009-01-01,1.22805
2009-02-01,1.24415
2009-03-01,1.264136364
2009-04-01,1.224090909
2009-05-01,1.150857143
2009-06-01,1.126172727
2009-07-01,1.123217391
2009-08-01,1.087285714
2009-09-01,1.081045455
2009-10-01,1.054045455
2009-11-01,1.058761905
2009-12-01,1.054695652
2010-01-01,1.042714286
2010-02-01,1.05655
2010-03-01,1.023043478
2010-04-01,1.005454545
2010-05-01,1.040238095
2010-06-01,1.038090909
2010-07-01,1.043454545
2010-08-01,1.040772727
2010-09-01,1.032863636
2010-10-01,1.019047619
2010-11-01,1.012863636
2010-12-01,1.007695652
2011-01-01,0.993857143
2011-02-01,0.9878
2011-03-01,0.976695652
2011-04-01,0.957809524
2011-05-01,0.9685
2011-06-01,0.977227273
2011-07-01,0.955809524
2011-08-01,0.981652174
2011-09-01,1.001818182
2011-10-01,1.02052381
2011-11-01,1.024636364
2011-12-01,1.023181818
2012-01-01,1.013045455
2012-02-01,0.996285714
2012-03-01,0.993454545
2012-04-01,0.992761905
2012-05-01,1.009913043
2012-06-01,1.027761905
2012-07-01,1.013863636
2012-08-01,0.992565217
2012-09-01,0.9783
2012-10-01,0.986478261
2012-11-01,0.996863636
2012-12-01,0.989571429
2013-01-01,0.991782609
2013-02-01,1.01
2013-03-01,1.024095238
2013-04-01,1.018636364
2013-05-01,1.02052381
2013-06-01,1.031325
2013-07-01,1.040265217
2013-08-01,1.040477273
2013-09-01,1.03522381
2013-10-01,1.036673913
2013-11-01,1.048966667
2013-12-01,1.063540909
2014-01-01,1.093486957
2014-02-01,1.105675
2014-03-01,1.110685714
2014-04-01,1.099122727
2014-05-01,1.088709091
2014-06-01,1.082580952
2014-07-01,1.073734783
2014-08-01,1.092214286
2014-09-01,1.100713636
2014-10-01,1.121669565
2014-11-01,1.133365
2014-12-01,1.154369565
2015-01-01,1.209940909
2015-02-01,1.249695
2015-03-01,1.261204545
2015-04-01,1.234136364
2015-05-01,1.2177
2015-06-01,1.235763636
2015-07-01,1.2848
2015-08-01,1.314019048
2015-09-01,1.326640909
2015-10-01,1.306218182
2015-11-01,1.327461905
2015-12-01,1.371704348
2016-01-01,1.420714286
2016-02-01,1.379185714
2016-03-01,1.321169565
2016-04-01,1.281761905
2016-05-01,1.295077273
2016-06-01,1.2887
2016-07-01,1.303961905
2016-08-01,1.299595652
2016-09-01,1.309722727
2016-10-01,1.325457143
2016-11-01,1.344186364
2016-12-01,1.335377273
2017-01-01,1.320645455
2017-02-01,1.31089
2017-03-01,1.338347826
2017-04-01,1.34378
2017-05-01,1.360430435
2017-06-01,1.329804545
2017-07-01,1.270247619
2017-08-01,1.260621739
2017-09-01,1.228790476
2017-10-01,1.260209091
2017-11-01,1.276495455
2017-12-01,1.276942857
2018-01-01,1.243252174
2018-02-01,1.25839
2018-03-01,1.293
2018-04-01,1.273257143
2018-05-01,1.287134783
2018-06-01,1.312390476
